ID_Chamado,Usuario,Departamento,Data_Abertura,Data_Fechamento,Categoria,Subcategoria,Canal_Atendimento,Prioridade,Status,Tecnico,Tempo_Resolucao_Horas,Dentro_SLA,Nota_CSAT
CH00450,Dom Novaes,Financeiro,2026-04-11 17:47:52,,Software/ERP,Erro ao emitir nota,Portal de TI,Baixa,Em andamento,Ana Silva,,Pendente,
CH00451,Mariana Camargo,RH,2026-05-16 00:14:43,2026-05-16 08:08:43,Software/ERP,Instalação de software,Portal de TI,Média,Resolvido,Daniela Lima,7.9,Sim,5.0
CH00452,Kevin Campos,Operações,2026-04-14 20:46:38,2026-04-15 00:46:38,Hardware,Computador não liga,WhatsApp,Média,Fechado,Bruno Costa,4.0,Sim,4.0
CH00453,Otto Porto,Comercial,2026-03-22 12:42:58,2026-03-22 17:36:58,Hardware,Teclado com defeito,Portal de TI,Média,Resolvido,Carlos Souza,4.9,Sim,5.0
CH00454,Daniel Monteiro,Comercial,2026-05-01 06:36:13,2026-05-02 12:30:13,Redes,Wi-Fi instável,Telefone,Crítica,Resolvido,Bruno Costa,29.9,Não,5.0
CH00455,Allana Pires,RH,2026-05-14 19:57:16,2026-05-16 01:57:16,Software/ERP,Acesso negado no sistema,Telefone,Média,Fechado,Carlos Souza,30.0,Não,2.0
CH00456,Isabella Silva,Operações,2026-05-06 22:21:51,2026-05-08 18:09:51,Software/ERP,Instalação de software,Telefone,Baixa,Resolvido,Daniela Lima,43.8,Não,4.0
CH00457,Paulo Abreu,Operações,2026-03-31 20:00:36,,Hardware,Impressora travada,WhatsApp,Alta,Em andamento,Ana Silva,,Pendente,
CH00458,Sr. Oliver Cirino,Financeiro,2026-05-16 14:03:43,2026-05-17 16:09:43,Redes,Wi-Fi instável,Telefone,Crítica,Resolvido,Ana Silva,26.1,Não,5.0
CH00459,Maria Cecília Azevedo,RH,2026-03-26 04:56:48,2026-03-27 23:08:48,Acessos,Criar novo usuário,E-mail,Alta,Resolvido,Ana Silva,42.2,Não,4.0
CH00460,Sofia Viana,RH,2026-05-07 23:15:33,2026-05-08 03:57:33,Software/ERP,Instalação de software,E-mail,Baixa,Resolvido,Carlos Souza,4.7,Sim,5.0
CH00461,Alícia Gomes,RH,2026-05-06 04:17:53,2026-05-06 23:59:53,Acessos,Criar novo usuário,WhatsApp,Média,Resolvido,Ana Silva,19.7,Sim,5.0
CH00462,Mathias Freitas,Comercial,2026-05-02 12:56:45,2026-05-03 22:44:45,Redes,Cabo de rede desconectado,WhatsApp,Média,Fechado,Carlos Souza,33.8,Não,5.0
CH00463,Srta. Maria Alice Viana,Operações,2026-04-11 12:29:59,2026-04-12 07:47:59,Acessos,Reset de senha AD,E-mail,Média,Fechado,Bruno Costa,19.3,Sim,4.0
CH00464,Sr. Cauã Vargas,Comercial,2026-03-24 10:52:37,2026-03-26 03:40:37,Hardware,Impressora travada,WhatsApp,Média,Fechado,Bruno Costa,40.8,Não,5.0
CH00465,Sra. Catarina Aparecida,Operações,2026-05-13 09:23:05,,Acessos,Criar novo usuário,WhatsApp,Baixa,Em andamento,Carlos Souza,,Pendente,
CH00466,Maitê Ramos,Financeiro,2026-04-21 02:22:05,2026-04-22 13:22:05,Hardware,Computador não liga,E-mail,Média,Resolvido,Carlos Souza,35.0,Não,5.0
CH00467,Nicole Sampaio,Operações,2026-04-03 21:26:21,2026-04-05 11:56:21,Acessos,Criar novo usuário,WhatsApp,Baixa,Resolvido,Carlos Souza,38.5,Não,3.0
CH00468,Emilly Carvalho,Financeiro,2026-05-03 08:30:37,2026-05-03 18:24:37,Software/ERP,Acesso negado no sistema,E-mail,Baixa,Resolvido,Ana Silva,9.9,Sim,5.0
CH00469,Sra. Ana Carolina da Rocha,Comercial,2026-03-24 00:29:12,2026-03-24 10:11:12,Software/ERP,Instalação de software,E-mail,Baixa,Resolvido,Carlos Souza,9.7,Sim,5.0
CH00470,Guilherme Aparecida,Logística,2026-04-06 11:11:34,2026-04-06 19:41:34,Hardware,Teclado com defeito,Portal de TI,Crítica,Fechado,Carlos Souza,8.5,Não,5.0
CH00471,Théo Gonçalves,Logística,2026-04-17 12:50:36,,Acessos,Permissão de pasta em rede,Portal de TI,Média,Em andamento,Carlos Souza,,Pendente,
CH00472,Isis Andrade,Operações,2026-05-09 14:48:18,2026-05-10 22:00:18,Software/ERP,Erro ao emitir nota,E-mail,Baixa,Resolvido,Carlos Souza,31.2,Não,5.0
CH00473,Luiz Henrique Vasconcelos,Operações,2026-04-05 10:45:18,2026-04-06 21:51:18,Redes,Lentidão na VPN,Telefone,Média,Fechado,Bruno Costa,35.1,Não,3.0
CH00474,Luísa da Mata,Financeiro,2026-03-22 12:50:36,2026-03-23 15:08:36,Acessos,Criar novo usuário,Portal de TI,Média,Fechado,Daniela Lima,26.3,Não,1.0
CH00475,Dr. Murilo Souza,Operações,2026-03-29 23:29:59,2026-03-31 10:47:59,Acessos,Criar novo usuário,WhatsApp,Média,Resolvido,Daniela Lima,35.3,Não,5.0
CH00476,Maitê Cirino,Financeiro,2026-04-29 14:06:45,2026-04-30 01:54:45,Hardware,Teclado com defeito,Telefone,Baixa,Resolvido,Bruno Costa,11.8,Sim,2.0
CH00477,Sra. Maria Eduarda Moreira,RH,2026-05-05 01:41:21,2026-05-06 09:29:21,Acessos,Permissão de pasta em rede,E-mail,Alta,Resolvido,Daniela Lima,31.8,Não,2.0
CH00478,Otávio Barros,Logística,2026-04-12 18:57:22,2026-04-13 06:33:22,Software/ERP,Acesso negado no sistema,Telefone,Baixa,Resolvido,Ana Silva,11.6,Sim,4.0
CH00479,Emilly Nogueira,Operações,2026-04-28 16:50:21,,Redes,Lentidão na VPN,Portal de TI,Média,Em andamento,Carlos Souza,,Pendente,
CH00480,Sr. Bruno Duarte,Comercial,2026-04-15 09:58:38,2026-04-16 04:22:38,Redes,Lentidão na VPN,Telefone,Média,Resolvido,Bruno Costa,18.4,Sim,5.0
CH00481,Pietro Pereira,RH,2026-04-15 14:20:34,2026-04-17 08:02:34,Acessos,Criar novo usuário,E-mail,Baixa,Resolvido,Daniela Lima,41.7,Não,5.0
CH00482,Pedro Miguel Ferreira,Comercial,2026-04-28 06:22:27,2026-04-29 13:28:27,Hardware,Computador não liga,WhatsApp,Baixa,Resolvido,Bruno Costa,31.1,Não,5.0
CH00483,Luiz Gustavo Pimenta,Operações,2026-04-30 07:20:22,2026-04-30 13:14:22,Acessos,Reset de senha AD,E-mail,Baixa,Resolvido,Daniela Lima,5.9,Sim,4.0
CH00484,Benjamin Barbosa,Operações,2026-04-29 02:56:12,,Hardware,Computador não liga,WhatsApp,Baixa,Em andamento,Bruno Costa,,Pendente,
CH00485,Sr. Arthur Casa Grande,Logística,2026-04-26 07:59:25,,Hardware,Teclado com defeito,WhatsApp,Baixa,Em andamento,Carlos Souza,,Pendente,
CH00486,Maysa Andrade,Financeiro,2026-05-15 21:11:57,2026-05-17 02:29:57,Acessos,Reset de senha AD,Telefone,Baixa,Fechado,Bruno Costa,29.3,Não,5.0
CH00487,Isaac Vasconcelos,Comercial,2026-03-30 03:35:21,2026-03-30 12:41:21,Software/ERP,Erro ao emitir nota,Telefone,Alta,Fechado,Ana Silva,9.1,Não,4.0
CH00488,Dr. Arthur Gabriel Pereira,Operações,2026-04-22 11:03:32,2026-04-22 16:45:32,Acessos,Reset de senha AD,WhatsApp,Baixa,Resolvido,Bruno Costa,5.7,Sim,5.0
CH00489,Milena Freitas,Logística,2026-04-01 18:59:19,2026-04-01 21:23:19,Redes,Wi-Fi instável,E-mail,Média,Resolvido,Ana Silva,2.4,Sim,4.0
CH00490,Ana Vitória Oliveira,Operações,2026-04-23 00:18:21,2026-04-24 07:36:21,Software/ERP,Erro ao emitir nota,Telefone,Média,Fechado,Bruno Costa,31.3,Não,5.0
CH00491,Maria Clara Gonçalves,Financeiro,2026-03-31 06:18:17,2026-04-01 19:18:17,Redes,Cabo de rede desconectado,Portal de TI,Média,Fechado,Daniela Lima,37.0,Não,5.0
CH00492,Lara da Cruz,Financeiro,2026-04-17 10:01:23,2026-04-17 14:31:23,Acessos,Permissão de pasta em rede,WhatsApp,Alta,Fechado,Ana Silva,4.5,Não,5.0
CH00493,Francisco Monteiro,Comercial,2026-03-28 21:48:22,2026-03-28 22:36:22,Software/ERP,Acesso negado no sistema,WhatsApp,Baixa,Resolvido,Bruno Costa,0.8,Sim,4.0
CH00494,Bárbara da Luz,Comercial,2026-05-07 03:53:09,2026-05-07 16:47:09,Software/ERP,Instalação de software,Telefone,Média,Resolvido,Bruno Costa,12.9,Sim,5.0
CH00495,Sra. Hadassa Pimenta,Comercial,2026-04-12 03:58:15,2026-04-13 03:22:15,Acessos,Permissão de pasta em rede,Portal de TI,Média,Resolvido,Daniela Lima,23.4,Sim,5.0
CH00496,Sra. Gabriela Campos,Financeiro,2026-04-14 14:53:39,2026-04-15 22:41:39,Acessos,Criar novo usuário,WhatsApp,Alta,Fechado,Bruno Costa,31.8,Não,4.0
CH00497,Rael Cavalcanti,Logística,2026-03-31 01:43:19,2026-04-01 16:13:19,Redes,Wi-Fi instável,WhatsApp,Média,Resolvido,Ana Silva,38.5,Não,4.0
CH00498,Liam Rios,Comercial,2026-04-30 02:38:10,2026-05-01 07:38:10,Software/ERP,Erro ao emitir nota,WhatsApp,Média,Fechado,Ana Silva,29.0,Não,5.0
CH00499,Srta. Ágatha da Rocha,Operações,2026-04-20 15:00:41,2026-04-21 10:30:41,Software/ERP,Instalação de software,WhatsApp,Alta,Fechado,Bruno Costa,19.5,Não,4.0
CH00500,Erick Vieira,RH,2026-04-16 00:24:05,2026-04-16 10:30:05,Software/ERP,Erro ao emitir nota,E-mail,Média,Resolvido,Bruno Costa,10.1,Sim,4.0
CH00501,Heloisa Campos,Logística,2026-04-21 23:47:23,2026-04-23 07:23:23,Redes,Cabo de rede desconectado,Portal de TI,Baixa,Resolvido,Daniela Lima,31.6,Não,1.0
CH00502,Isaac Vieira,Comercial,2026-04-06 09:46:12,2026-04-06 10:58:12,Redes,Lentidão na VPN,Portal de TI,Baixa,Resolvido,Carlos Souza,1.2,Sim,4.0
CH00503,Luiz Miguel Novaes,RH,2026-05-04 20:36:23,2026-05-06 01:54:23,Acessos,Criar novo usuário,Portal de TI,Baixa,Reaberto,Bruno Costa,29.3,Não,5.0
CH00504,Dr. Yuri Cardoso,Comercial,2026-05-12 10:57:17,2026-05-12 14:51:17,Redes,Lentidão na VPN,Portal de TI,Baixa,Resolvido,Daniela Lima,3.9,Sim,5.0
CH00505,Benício das Neves,Logística,2026-05-16 07:23:41,2026-05-17 20:29:41,Acessos,Criar novo usuário,WhatsApp,Média,Reaberto,Daniela Lima,37.1,Não,4.0
CH00506,Dra. Pietra Moura,Financeiro,2026-04-25 13:13:54,,Hardware,Teclado com defeito,Portal de TI,Baixa,Em andamento,Daniela Lima,,Pendente,
CH00507,Ana Sophia Cardoso,RH,2026-04-26 18:40:26,2026-04-26 19:40:26,Hardware,Impressora travada,Telefone,Média,Reaberto,Carlos Souza,1.0,Sim,4.0
CH00508,Ana Sophia Machado,Comercial,2026-04-17 16:10:47,,Acessos,Permissão de pasta em rede,E-mail,Alta,Em andamento,Carlos Souza,,Pendente,
CH00509,Stella Ferreira,Financeiro,2026-05-02 02:55:19,2026-05-03 23:37:19,Hardware,Computador não liga,Portal de TI,Média,Resolvido,Bruno Costa,44.7,Não,5.0
CH00510,Emilly Vargas,RH,2026-03-30 08:29:35,2026-04-01 00:41:35,Redes,Wi-Fi instável,Telefone,Alta,Resolvido,Ana Silva,40.2,Não,5.0
CH00511,Sarah Araújo,Operações,2026-03-30 10:07:13,2026-03-30 12:37:13,Software/ERP,Acesso negado no sistema,Portal de TI,Média,Fechado,Daniela Lima,2.5,Sim,5.0
CH00512,Daniela da Rosa,Operações,2026-03-29 22:46:05,2026-03-30 23:34:05,Hardware,Computador não liga,Telefone,Média,Resolvido,Daniela Lima,24.8,Não,5.0
CH00513,Lorenzo Santos,RH,2026-04-02 21:07:50,2026-04-03 14:07:50,Hardware,Impressora travada,Telefone,Baixa,Fechado,Carlos Souza,17.0,Sim,3.0
CH00514,Dr. Bruno da Cunha,Operações,2026-04-08 18:50:08,2026-04-09 05:20:08,Software/ERP,Acesso negado no sistema,Portal de TI,Baixa,Resolvido,Bruno Costa,10.5,Sim,5.0
CH00515,Kamilly Cardoso,Logística,2026-04-05 22:52:06,2026-04-06 21:46:06,Software/ERP,Erro ao emitir nota,Telefone,Baixa,Resolvido,Bruno Costa,22.9,Sim,4.0
CH00516,Yasmin Borges,Operações,2026-04-16 07:05:03,2026-04-17 00:53:03,Acessos,Reset de senha AD,E-mail,Média,Resolvido,Bruno Costa,17.8,Sim,5.0
CH00517,Eloá Pastor,Financeiro,2026-05-05 16:31:56,2026-05-07 07:13:56,Acessos,Reset de senha AD,E-mail,Média,Fechado,Daniela Lima,38.7,Não,5.0
CH00518,Enzo Gabriel Ribeiro,Comercial,2026-05-13 06:27:22,2026-05-14 06:39:22,Software/ERP,Acesso negado no sistema,Portal de TI,Baixa,Fechado,Ana Silva,24.2,Não,1.0
CH00519,Sr. Arthur Barros,RH,2026-05-15 15:31:40,2026-05-15 18:55:40,Acessos,Criar novo usuário,Telefone,Média,Resolvido,Carlos Souza,3.4,Sim,4.0
CH00520,Julia Rezende,Logística,2026-03-22 07:23:08,2026-03-23 10:23:08,Software/ERP,Erro ao emitir nota,WhatsApp,Baixa,Resolvido,Carlos Souza,27.0,Não,4.0
CH00521,Maria Vitória Pinto,Comercial,2026-04-07 08:40:15,2026-04-07 18:40:15,Hardware,Impressora travada,Portal de TI,Crítica,Fechado,Daniela Lima,10.0,Não,5.0
CH00522,Ísis da Rocha,Financeiro,2026-03-20 20:01:23,2026-03-21 00:13:23,Acessos,Criar novo usuário,E-mail,Média,Fechado,Carlos Souza,4.2,Sim,4.0
CH00523,Isabelly Rodrigues,Comercial,2026-04-16 05:22:56,2026-04-17 01:04:56,Redes,Wi-Fi instável,E-mail,Média,Resolvido,Carlos Souza,19.7,Sim,3.0
CH00524,Rafael Barbosa,Comercial,2026-04-26 07:42:58,2026-04-26 20:54:58,Software/ERP,Acesso negado no sistema,Telefone,Baixa,Resolvido,Daniela Lima,13.2,Sim,4.0
CH00525,Pedro Lucas Leão,RH,2026-03-23 17:03:33,2026-03-23 23:27:33,Software/ERP,Instalação de software,E-mail,Alta,Resolvido,Bruno Costa,6.4,Não,5.0
CH00526,Gabrielly Fernandes,Logística,2026-05-03 21:50:19,2026-05-05 18:50:19,Redes,Wi-Fi instável,WhatsApp,Baixa,Resolvido,Ana Silva,45.0,Não,5.0
CH00527,Levi Silva,Financeiro,2026-05-15 19:04:22,2026-05-17 02:40:22,Software/ERP,Erro ao emitir nota,Portal de TI,Baixa,Resolvido,Daniela Lima,31.6,Não,3.0
CH00528,Sra. Maria Liz Cardoso,Logística,2026-04-17 21:30:47,2026-04-19 13:48:47,Software/ERP,Acesso negado no sistema,Telefone,Baixa,Resolvido,Carlos Souza,40.3,Não,5.0
CH00529,Bianca Dias,Operações,2026-04-22 20:52:23,2026-04-24 18:28:23,Acessos,Criar novo usuário,Telefone,Baixa,Resolvido,Carlos Souza,45.6,Não,5.0
CH00530,Camila da Mata,Logística,2026-04-10 08:44:31,2026-04-10 20:02:31,Software/ERP,Acesso negado no sistema,Portal de TI,Média,Fechado,Bruno Costa,11.3,Sim,5.0
CH00531,Diego Brito,Logística,2026-04-30 13:05:11,2026-05-02 04:17:11,Software/ERP,Acesso negado no sistema,WhatsApp,Baixa,Resolvido,Daniela Lima,39.2,Não,4.0
CH00532,Matheus Pimenta,Financeiro,2026-03-22 19:22:14,2026-03-22 20:16:14,Software/ERP,Instalação de software,WhatsApp,Média,Fechado,Carlos Souza,0.9,Sim,5.0
CH00533,Emanuel Duarte,Financeiro,2026-04-27 11:46:35,2026-04-28 09:04:35,Acessos,Permissão de pasta em rede,Portal de TI,Alta,Resolvido,Ana Silva,21.3,Não,5.0
CH00534,Sra. Esther Teixeira,Operações,2026-05-12 23:33:37,2026-05-14 12:21:37,Software/ERP,Acesso negado no sistema,Portal de TI,Baixa,Resolvido,Daniela Lima,36.8,Não,3.0
CH00535,Sophie Martins,Logística,2026-04-02 08:44:48,2026-04-02 15:44:48,Acessos,Criar novo usuário,Portal de TI,Baixa,Resolvido,Daniela Lima,7.0,Sim,5.0
CH00536,Theo Almeida,Comercial,2026-05-05 07:38:46,2026-05-05 10:32:46,Hardware,Computador não liga,Portal de TI,Baixa,Resolvido,Bruno Costa,2.9,Sim,5.0
CH00537,Sofia Marques,Comercial,2026-03-26 15:16:53,2026-03-27 02:52:53,Acessos,Reset de senha AD,Telefone,Média,Fechado,Carlos Souza,11.6,Sim,5.0
CH00538,Luiz Gustavo Aragão,RH,2026-04-10 06:23:25,2026-04-11 00:29:25,Redes,Cabo de rede desconectado,E-mail,Média,Fechado,Ana Silva,18.1,Sim,4.0
CH00539,Thales Peixoto,RH,2026-03-22 19:13:10,2026-03-23 21:31:10,Software/ERP,Acesso negado no sistema,WhatsApp,Baixa,Resolvido,Bruno Costa,26.3,Não,5.0
CH00540,Vitor Gabriel Albuquerque,RH,2026-05-02 13:59:55,2026-05-03 02:11:55,Hardware,Impressora travada,E-mail,Crítica,Resolvido,Daniela Lima,12.2,Não,1.0
CH00541,Catarina da Luz,Operações,2026-03-28 07:56:17,2026-03-30 04:56:17,Redes,Lentidão na VPN,WhatsApp,Crítica,Resolvido,Carlos Souza,45.0,Não,5.0
CH00542,Maria Clara Aparecida,Financeiro,2026-04-22 09:46:32,2026-04-23 03:22:32,Hardware,Computador não liga,Telefone,Baixa,Resolvido,Carlos Souza,17.6,Sim,5.0
CH00543,Gael Fonseca,Financeiro,2026-04-25 18:52:29,,Redes,Cabo de rede desconectado,WhatsApp,Média,Em andamento,Ana Silva,,Pendente,
CH00544,Brayan Gomes,Financeiro,2026-05-10 14:33:17,2026-05-11 23:45:17,Redes,Wi-Fi instável,Telefone,Média,Resolvido,Ana Silva,33.2,Não,5.0
CH00545,Lara Pinto,Comercial,2026-05-05 20:27:08,2026-05-07 19:03:08,Redes,Wi-Fi instável,E-mail,Baixa,Resolvido,Ana Silva,46.6,Não,4.0
CH00546,Davi Lucas Brito,Financeiro,2026-05-16 05:17:08,,Software/ERP,Acesso negado no sistema,WhatsApp,Baixa,Em andamento,Daniela Lima,,Pendente,
CH00547,Dr. Luiz Otávio Sá,Comercial,2026-04-25 03:18:50,2026-04-26 22:30:50,Acessos,Criar novo usuário,Telefone,Baixa,Resolvido,Bruno Costa,43.2,Não,5.0
CH00548,Thomas Guerra,Operações,2026-03-31 21:37:09,2026-04-01 13:31:09,Hardware,Computador não liga,E-mail,Média,Resolvido,Daniela Lima,15.9,Sim,5.0
CH00549,Augusto Andrade,Financeiro,2026-05-05 10:43:04,2026-05-06 04:37:04,Acessos,Criar novo usuário,WhatsApp,Baixa,Resolvido,Carlos Souza,17.9,Sim,5.0
CH00550,Sra. Olívia Moreira,Operações,2026-03-31 04:46:11,2026-04-01 15:28:11,Acessos,Reset de senha AD,Telefone,Baixa,Fechado,Bruno Costa,34.7,Não,4.0
CH00551,Théo Carvalho,Financeiro,2026-05-01 06:18:44,2026-05-02 13:12:44,Redes,Wi-Fi instável,E-mail,Baixa,Resolvido,Ana Silva,30.9,Não,5.0
CH00552,Luiza Castro,Logística,2026-04-18 17:40:03,2026-04-18 22:52:03,Acessos,Criar novo usuário,Portal de TI,Média,Resolvido,Ana Silva,5.2,Sim,5.0
CH00553,Letícia Pastor,Logística,2026-04-25 01:06:08,2026-04-25 05:00:08,Hardware,Teclado com defeito,WhatsApp,Média,Resolvido,Daniela Lima,3.9,Sim,2.0
CH00554,Sophia Nascimento,RH,2026-04-19 13:15:32,2026-04-20 16:15:32,Acessos,Permissão de pasta em rede,Portal de TI,Baixa,Fechado,Ana Silva,27.0,Não,2.0
CH00555,Dra. Letícia Melo,Financeiro,2026-05-04 10:52:38,2026-05-04 15:04:38,Redes,Wi-Fi instável,Telefone,Alta,Fechado,Bruno Costa,4.2,Não,5.0
CH00556,Dr. Daniel Leão,RH,2026-03-19 12:13:07,2026-03-20 15:49:07,Acessos,Criar novo usuário,Portal de TI,Média,Resolvido,Daniela Lima,27.6,Não,2.0
CH00557,Apollo Peixoto,Comercial,2026-05-13 13:34:35,2026-05-13 18:58:35,Acessos,Criar novo usuário,E-mail,Média,Fechado,Daniela Lima,5.4,Sim,4.0
CH00558,Ian Silveira,Logística,2026-05-02 23:19:38,2026-05-04 01:55:38,Software/ERP,Acesso negado no sistema,Portal de TI,Alta,Fechado,Bruno Costa,26.6,Não,1.0
CH00559,Pietra Cavalcante,Logística,2026-03-22 21:07:05,2026-03-24 10:01:05,Software/ERP,Acesso negado no sistema,Telefone,Baixa,Resolvido,Daniela Lima,36.9,Não,3.0
CH00560,Maria Helena Casa Grande,RH,2026-05-07 19:00:06,,Software/ERP,Instalação de software,E-mail,Baixa,Em andamento,Carlos Souza,,Pendente,
CH00561,Daniel Correia,RH,2026-04-10 09:48:39,,Hardware,Impressora travada,Portal de TI,Crítica,Em andamento,Bruno Costa,,Pendente,
CH00562,Luara Leão,Comercial,2026-03-19 17:34:45,,Hardware,Computador não liga,Portal de TI,Média,Em andamento,Bruno Costa,,Pendente,
CH00563,Gabrielly Jesus,RH,2026-04-01 14:18:44,2026-04-01 19:12:44,Hardware,Teclado com defeito,Portal de TI,Alta,Resolvido,Daniela Lima,4.9,Não,5.0
CH00564,Olivia Sousa,Comercial,2026-05-05 14:46:34,2026-05-07 00:04:34,Redes,Lentidão na VPN,WhatsApp,Alta,Resolvido,Daniela Lima,33.3,Não,5.0
CH00565,Srta. Stella Costela,Logística,2026-03-23 22:34:40,,Software/ERP,Acesso negado no sistema,Telefone,Baixa,Em andamento,Ana Silva,,Pendente,
CH00566,Dr. Vinicius Garcia,Logística,2026-05-11 08:24:46,2026-05-12 15:54:46,Redes,Lentidão na VPN,WhatsApp,Baixa,Fechado,Carlos Souza,31.5,Não,4.0
CH00567,Raul Nascimento,RH,2026-04-17 08:32:54,2026-04-18 11:50:54,Hardware,Computador não liga,Telefone,Baixa,Resolvido,Daniela Lima,27.3,Não,5.0
CH00568,Maria Rocha,Financeiro,2026-04-20 03:07:54,2026-04-20 07:55:54,Acessos,Reset de senha AD,Portal de TI,Média,Fechado,Ana Silva,4.8,Sim,5.0
CH00569,Rafaela Correia,Logística,2026-04-12 13:27:37,2026-04-13 15:57:37,Acessos,Criar novo usuário,E-mail,Média,Resolvido,Bruno Costa,26.5,Não,5.0
CH00570,Kaique Câmara,RH,2026-04-10 19:52:59,2026-04-11 15:10:59,Hardware,Computador não liga,Portal de TI,Baixa,Resolvido,Daniela Lima,19.3,Sim,5.0
CH00571,Gustavo Henrique Sales,Comercial,2026-04-15 18:56:38,2026-04-15 23:44:38,Acessos,Permissão de pasta em rede,E-mail,Alta,Resolvido,Carlos Souza,4.8,Não,4.0
CH00572,Dr. Luiz Fernando Novais,Logística,2026-05-04 08:54:42,2026-05-05 22:00:42,Software/ERP,Instalação de software,E-mail,Média,Resolvido,Daniela Lima,37.1,Não,5.0
CH00573,Davi Oliveira,Comercial,2026-04-13 10:39:15,,Hardware,Teclado com defeito,E-mail,Alta,Em andamento,Ana Silva,,Pendente,
CH00574,Maria Laura Ferreira,RH,2026-05-09 15:10:42,,Hardware,Impressora travada,Portal de TI,Baixa,Em andamento,Ana Silva,,Pendente,
CH00575,Asafe da Paz,Operações,2026-04-01 02:45:57,2026-04-01 19:03:57,Hardware,Computador não liga,Portal de TI,Média,Resolvido,Daniela Lima,16.3,Sim,4.0
CH00576,Dr. José Miguel Souza,Operações,2026-03-25 13:36:13,2026-03-26 23:06:13,Acessos,Criar novo usuário,WhatsApp,Crítica,Resolvido,Carlos Souza,33.5,Não,4.0
CH00577,Guilherme Nascimento,RH,2026-05-03 09:47:15,2026-05-04 23:47:15,Redes,Cabo de rede desconectado,WhatsApp,Baixa,Resolvido,Daniela Lima,38.0,Não,4.0
CH00578,Júlia Carvalho,Comercial,2026-04-13 05:14:13,2026-04-15 01:08:13,Redes,Wi-Fi instável,Telefone,Média,Resolvido,Bruno Costa,43.9,Não,5.0
CH00579,Isabella da Cruz,Operações,2026-03-28 11:58:05,2026-03-29 22:10:05,Acessos,Criar novo usuário,WhatsApp,Média,Reaberto,Bruno Costa,34.2,Não,3.0
CH00580,Vitória Câmara,Operações,2026-03-22 19:44:38,2026-03-23 22:50:38,Redes,Wi-Fi instável,Portal de TI,Crítica,Resolvido,Carlos Souza,27.1,Não,4.0
CH00581,Carlos Eduardo Jesus,Comercial,2026-04-09 12:00:01,2026-04-09 13:24:01,Software/ERP,Instalação de software,E-mail,Média,Resolvido,Carlos Souza,1.4,Sim,4.0
CH00582,Sra. Beatriz Rodrigues,Comercial,2026-04-18 23:05:30,2026-04-20 17:17:30,Redes,Lentidão na VPN,E-mail,Média,Fechado,Bruno Costa,42.2,Não,3.0
CH00583,Yan Castro,Financeiro,2026-03-31 05:46:24,2026-03-31 12:46:24,Hardware,Impressora travada,E-mail,Baixa,Resolvido,Daniela Lima,7.0,Sim,4.0
CH00584,Olívia Mendes,Financeiro,2026-04-26 09:36:54,2026-04-27 01:42:54,Hardware,Teclado com defeito,E-mail,Alta,Reaberto,Bruno Costa,16.1,Não,5.0
CH00585,Lorenzo da Paz,Operações,2026-04-06 06:13:04,2026-04-07 07:37:04,Hardware,Teclado com defeito,E-mail,Média,Resolvido,Carlos Souza,25.4,Não,5.0
CH00586,Igor Nascimento,Comercial,2026-03-23 15:18:38,,Redes,Wi-Fi instável,E-mail,Média,Em andamento,Ana Silva,,Pendente,
CH00587,Oliver Cavalcanti,Comercial,2026-03-21 12:21:47,2026-03-22 08:33:47,Acessos,Criar novo usuário,E-mail,Alta,Fechado,Bruno Costa,20.2,Não,5.0
CH00588,Sabrina Cirino,Operações,2026-03-21 10:07:47,,Software/ERP,Instalação de software,E-mail,Baixa,Em andamento,Bruno Costa,,Pendente,
CH00589,Anthony da Rosa,Operações,2026-04-14 23:57:31,2026-04-15 04:15:31,Hardware,Teclado com defeito,Telefone,Baixa,Resolvido,Carlos Souza,4.3,Sim,4.0
CH00590,Bianca Farias,Logística,2026-05-12 00:53:56,2026-05-12 23:53:56,Hardware,Computador não liga,WhatsApp,Baixa,Resolvido,Carlos Souza,23.0,Sim,5.0
CH00591,Ísis Moura,Financeiro,2026-04-14 12:31:43,2026-04-15 20:55:43,Hardware,Computador não liga,Telefone,Baixa,Reaberto,Daniela Lima,32.4,Não,5.0
CH00592,Thiago Martins,Logística,2026-05-04 20:21:04,2026-05-06 15:03:04,Redes,Lentidão na VPN,Portal de TI,Alta,Resolvido,Daniela Lima,42.7,Não,5.0
CH00593,Daniel Farias,RH,2026-04-13 09:12:30,2026-04-14 13:54:30,Redes,Lentidão na VPN,Telefone,Média,Resolvido,Daniela Lima,28.7,Não,5.0
CH00594,Sra. Jade Silva,RH,2026-04-02 16:05:27,2026-04-04 15:53:27,Acessos,Criar novo usuário,Telefone,Baixa,Fechado,Ana Silva,47.8,Não,5.0
CH00595,Lucca Vieira,Financeiro,2026-04-04 23:19:38,2026-04-06 17:49:38,Software/ERP,Acesso negado no sistema,Telefone,Média,Resolvido,Carlos Souza,42.5,Não,4.0
CH00596,Evelyn Cavalcanti,Operações,2026-04-15 12:54:29,2026-04-16 14:00:29,Acessos,Reset de senha AD,WhatsApp,Baixa,Resolvido,Bruno Costa,25.1,Não,5.0
CH00597,Maria Luiza Lima,Logística,2026-05-16 05:04:44,2026-05-17 14:40:44,Acessos,Permissão de pasta em rede,WhatsApp,Alta,Fechado,Bruno Costa,33.6,Não,5.0
